,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Rok produkcji,Przebieg,Pojemność skokowa,Moc,Rodzaj napędu,Typ Silnika,Rodzaj paliwa,Skrzynia biegów,Typ nadwozia,Kolor,Możliwość finansowania,Faktura VAT,Leasing,Kraj pochodzenia,Bezwypadkowy,Stan,price,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Rodzaj koloru,Pierwsza rejestracja,Serwisowany w ASO,Pierwszy właściciel,Gwarancja dealerska (w cenie),Tuning,VAT marża,Okres gwarancji producenta,Liczba pozostałych rat,Miesięczna rata,Opłata początkowa,Wartość wykupu,lub do (przebieg km),Uszkodzony,VIN,Zarejestrowany jako zabytek
3900,Firmy,Motocykle,Barton,Inny,2021,1 km,125 cm3,,Łańcuch,Czterosuwowy,Benzyna,Automatyczna,Quad,Inny kolor,,Tak,,,Tak,Nowe,5399,,,Metalik,,,,,,,,,,,,,,,
3901,Firmy,Motocykle,Harley-Davidson,Fat Boy,2022,1 km,1 868 cm3,95 KM,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Cruiser,Zielony,Tak,Tak,Tak,Polska,Tak,Nowe,124900,,,Matowy,,,,24 miesięcy,,,,,,,,,,,
3902,Firmy,Motocykle,BMW,G,2022,1 km,313 cm3,34 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Enduro,Czarny,Tak,Tak,Tak,Polska,Tak,Nowe,27540,,,Metalik,,,,36 miesięcy,,,,,,,,,,,
3903,Firmy,Motocykle,Honda,Hornet,2011,55 000 km,600 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Czarny,,,,,,Używane,15800,,Tak,Metalik,,,Tak,,,Tak,,,,,,,,,
3904,Firmy,Motocykle,Indian,Scout,2020,3 900 km,1 000 cm3,47 KM,,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,,,Francja,,Używane,35900,,,,19/06/2020,,,,,Tak,,,,,,,Tak,,
3905,Osoby prywatnej,Motocykle,Suzuki,DL,2014,48 000 km,1 000 cm3,101 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Enduro,Inny kolor,,,,,Tak,Używane,39997,WN6071,Tak,Metalik,01/03/2014,,,,,,,,,,,,,,
3906,Firmy,Motocykle,Harley-Davidson,FLHX Street Glide,2021,1 km,1 868 cm3,95 KM,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Cruiser,Szary,Tak,Tak,Tak,Polska,Tak,Nowe,144500,,,Perłowy,,,,24 miesięcy,,,,,,,,,,,
3907,Firmy,Motocykle,KTM,Duke,2022,1 km,1 301 cm3,177 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Inny kolor,Tak,Tak,Tak,,Tak,Nowe,92300,,,Metalik,,,,,,,,,,,,,,,
3908,Firmy,Motocykle,Husqvarna,TE,2021,1 km,,,,Dwusuwowy,Benzyna,,Enduro,Biały,Tak,Tak,Tak,,Tak,Nowe,42100,,,Matowy,,,,,,,,,,,,,,,
3909,Firmy,Motocykle,Junak,Inny,2022,1 km,,4 KM,Pas napędowy,Czterosuwowy,Benzyna,,Skuter,Czerwony,Tak,Tak,,,Tak,Nowe,5799,,,,,,,,,,,,,,,,,,
3910,Osoby prywatnej,Motocykle,MZ,ETZ,1983,1 000 km,250 cm3,21 KM,Łańcuch,Dwusuwowy,Benzyna,Manualna,Turystyczny,Niebieski,,,,,,Używane,15000,ERA82CM,Tak,,,,,,,,,,,,,,,,
3911,Firmy,Motocykle,Polaris,Ranger,2021,1 km,998 cm3,100 KM,Wał kardana,Czterosuwowy,Benzyna,Bezstopniowa,Quad,Niebieski,Tak,Tak,Tak,,Tak,Nowe,91999,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
3912,Firmy,Motocykle,Yamaha,X-max,2014,37 000 km,125 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Biały,,,,,Tak,Używane,12400,,,Matowy,,Tak,Tak,,,Tak,,,,,,,,,
3913,Firmy,Motocykle,Yamaha,R7,2021,1 km,689 cm3,73 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Biały,Tak,Tak,,Polska,Tak,Nowe,44300,,,Perłowy,,,,,,,,,,,,,,,
3914,Firmy,Motocykle,TGB,Blade,2021,1 km,998 cm3,83 KM,Wał kardana,Czterosuwowy,Benzyna,Bezstopniowa,Quad,Czarny,Tak,Tak,Tak,,Tak,Nowe,56900,,,,,,,24 miesięcy,,,,,,,,,,,
3915,Firmy,Motocykle,Inny,Inny,2022,1 km,125 cm3,14 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Krosowy,Zielony,Tak,Tak,,,Tak,Nowe,4699,,,,,,,,,,,,,,,,,,
3916,Firmy,Motocykle,Yamaha,YFZ,2021,1 km,50 cm3,,Łańcuch,Czterosuwowy,Benzyna,Automatyczna,Quad,Niebieski,Tak,Tak,,Polska,Tak,Nowe,13000,,,Metalik,,,,,,,,,,,,,,,
3917,Firmy,Motocykle,Yamaha,YFM,2021,1 km,450 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Bezstopniowa,Quad,Szary,Tak,Tak,,Polska,Tak,Nowe,53000,,,Matowy,,,,24 miesięcy,,,,,,,,,,,
3918,Firmy,Motocykle,Linhai,ATV,2021,1 km,493 cm3,32 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Czarny,Tak,Tak,Tak,,Tak,Nowe,28990,,,,,,,,,,,,,,,,,,
3919,Firmy,Motocykle,Barton,Inny,2021,1 km,250 cm3,10 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Quad,Niebieski,,Tak,,Inny,Tak,Nowe,10199,,,Matowy,08/09/2021,,Tak,,,,08/09/2021,,,,,,,,
3920,Firmy,Motocykle,Inny,Inny,2022,1 km,140 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Krosowy,Żółty,Tak,Tak,,,Tak,Nowe,5499,,,,,,,,,,,,,,,,,,
3921,Firmy,Motocykle,Benelli,Leoncino,2022,1 km,125 cm3,12 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Zielony,Tak,Tak,Tak,,Tak,Używane,15900,,,,,,,,,,,,,,,,,,
3922,Osoby prywatnej,Motocykle,Ducati,Panigale 899,2013,39 700 km,898 cm3,140 KM,,,Benzyna,Automatyczna,Sportowy,Biały,,,,Polska,Tak,Używane,38500,,Tak,Metalik,,Tak,,,,,,,,,,,,,
3923,Firmy,Motocykle,Kymco,MXU,2022,1 km,271 cm3,,,,Benzyna,,Quad,Czerwony,Tak,Tak,Tak,,Tak,Nowe,22500,,,,,,,24 miesięcy,,,,,,,,,,,
3924,Firmy,Motocykle,Junak,M,2021,1 km,125 cm3,10 KM,,Czterosuwowy,Benzyna,,Naked,Czarny,Tak,Tak,Tak,,Tak,Nowe,12499,,,Matowy,,,,24 miesięcy,,,,,,,,,,,
3925,Firmy,Motocykle,BMW,GS,2015,4 630 km,652 cm3,48 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czarny,,,,,,Używane,28900,,,,08/04/2015,,,,,Tak,,,,,,,,,
3926,Osoby prywatnej,Motocykle,Harley-Davidson,Softail,2018,14 000 km,1 745 cm3,90 KM,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,,,Stany Zjednoczone,,Używane,62000,CG9041,Tak,,01/01/2018,,,,,,,,,,,,,,
3927,Firmy,Motocykle,Aprilia,RSV,2021,1 km,1 099 cm3,217 KM,,Czterosuwowy,Benzyna,Manualna,Sportowy,Inny kolor,Tak,Tak,Tak,,Tak,Nowe,101900,,,,,,,24 miesięcy,,,,,,,,,,,
3928,Firmy,Motocykle,Benelli,Leoncino Trail,2021,1 km,500 cm3,48 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Czarny,Tak,Tak,,,Tak,Nowe,26900,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
3929,Firmy,Motocykle,Inny,Inny,2022,1 km,250 cm3,23 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Quad,Inny kolor,Tak,Tak,,,Tak,Nowe,9999,,,,,,,,,,,,,,,,,,
3930,Firmy,Motocykle,Yamaha,X-max,2022,1 km,300 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Szary,Tak,Tak,Tak,,Tak,Nowe,29300,,,Matowy,,,,,,,,,,,,,,,
3931,Firmy,Motocykle,Triumph,Speed Triple,2016,10 000 km,1 050 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Biały,,,,Francja,,Używane,24900,,,,05/08/2016,,,,,Tak,,,,,,,Tak,,
3932,Osoby prywatnej,Motocykle,Inny,Inny,2013,343 km,300 cm3,35 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Quad,Czerwony,,,,Polska,Tak,Używane,6600,,,,,,Tak,,,,,,,,,,,,
3933,Firmy,Motocykle,Romet,Inny,2020,1 km,125 cm3,10 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,Tak,Tak,,,Tak,Nowe,8868,,,Metalik,,,,,,,,,,,,,,,
3934,Osoby prywatnej,Motocykle,BMW,S,2013,18 206 km,1 000 cm3,200 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Szary,,,,Stany Zjednoczone,,Używane,37000,,,Matowy,,,,,,,,,,,,,,,
3935,Osoby prywatnej,Motocykle,Suzuki,Burgman,2010,22 900 km,400 cm3,34 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Szary,,,,Włochy,,Używane,12500,,,Metalik,,,,,,,,,,,,,,,
3936,Osoby prywatnej,Motocykle,Yamaha,Kodiak,2020,450 km,450 cm3,,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Inny kolor,Tak,Tak,,Polska,Tak,Używane,45900,,Tak,Matowy,,,,,,,,,,,,,,,
3937,Firmy,Motocykle,BMW,R,2003,65 000 km,1 200 cm3,61 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Turystyczny,Srebrny,Tak,,,Belgia,Tak,Używane,23900,,,Metalik,20/09/2005,,,,,Tak,,,,,,,,,
3938,Osoby prywatnej,Motocykle,Harley-Davidson,WL,1942,45 000 km,,,,,Benzyna,,Chopper,Inny kolor,,,,,,Używane,75000,,,,,,,,,,,,,,,,,,
3939,Firmy,Motocykle,BMW,R,1998,64 000 km,1 100 cm3,100 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Turystyczny,Szary,,,,Holandia,Tak,Używane,11900,,,,,,Tak,,,Tak,,,,,,,,,
3940,Firmy,Motocykle,Barton,Inny,2021,1 km,125 cm3,7 KM,Łańcuch,Czterosuwowy,Benzyna,Automatyczna,Quad,Inny kolor,Tak,Tak,,Inny,Tak,Nowe,4799,,,Metalik,,,,12 miesięcy,,,,,,,,,,,
3941,Osoby prywatnej,Motocykle,Yamaha,Warrior,2004,35 900 km,1 670 cm3,84 KM,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Cruiser,Szary,,,,Stany Zjednoczone,Tak,Używane,26500,DOA3M87,Tak,Metalik,30/07/2011,,Tak,,,,,,,,,,,,
3942,Firmy,Motocykle,Honda,CB,2003,66 500 km,1 300 cm3,114 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Srebrny,Tak,,,,,Używane,15800,,,Metalik,,,,,,Tak,,,,,,,,,
3943,Firmy,Motocykle,Honda,Transalp,2001,71 000 km,650 cm3,52 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czarny,Tak,,,,,Używane,10990,,,Metalik,,,,,,Tak,,,,,,,,,
3944,Firmy,Motocykle,Can-Am,Outlander Max,2021,1 km,649 cm3,58 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Quad,Zielony,Tak,Tak,,Kanada,Tak,Nowe,70252,,,Metalik,,,,,,,,,,,,,,,
3945,Osoby prywatnej,Motocykle,BMW,R,1992,100 km,999 cm3,69 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Cruiser,Czarny,,,,Niemcy,Tak,Używane,39900,,,Matowy,10/10/1992,,Tak,,Tak,,,,,,,,,,
3946,Firmy,Motocykle,Benelli,TRK 251,2021,1 km,249 cm3,26 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Inny kolor,Tak,Tak,Tak,Inny,Tak,Nowe,17900,,,Metalik,,,,,,,,,,,,,,,
3947,Osoby prywatnej,Motocykle,Honda,CBF,2008,62 000 km,998 cm3,98 KM,,Czterosuwowy,Benzyna,,Turystyczny,Srebrny,,,,Niemcy,,Używane,15900,,Tak,Metalik,15/04/2009,,,,,,,,,,,,,,
3948,Firmy,Motocykle,TGB,Blade,2021,1 km,1 000 cm3,83 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Czarny,Tak,Tak,,,Tak,Nowe,59990,,,,,,,24 miesięcy,,,,,,,,,,,
3949,Firmy,Motocykle,Nitro Motors,Inny,2022,1 km,49 cm3,4 KM,Łańcuch,Dwusuwowy,Benzyna,Automatyczna,Quad,Inny kolor,,Tak,,Niemcy,Tak,Nowe,1550,,,,,,,,,,,,,,,,,,
3950,Firmy,Motocykle,Nitro Motors,Inny,2022,1 km,49 cm3,4 KM,Łańcuch,Dwusuwowy,Benzyna,Automatyczna,Krosowy,Inny kolor,,Tak,,Niemcy,Tak,Nowe,1450,,,,,,,12 miesięcy,,,,,,,,,,,
3951,Firmy,Motocykle,Suzuki,SV,2007,37 000 km,,,,,Benzyna,,Turystyczny,Czerwony,,,,,Tak,Używane,10400,,,,,,,,,Tak,,,,,,,,,
3952,Firmy,Motocykle,Keeway,Inny,2021,1 km,125 cm3,11 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Czerwony,Tak,Tak,Tak,,Tak,Nowe,10990,,,,,,,24 miesięcy,,,,,,,,,,,
3953,Firmy,Motocykle,Kawasaki,Z,2013,34 915 km,1 043 cm3,138 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Czarny,Tak,,,Niemcy,,Używane,28900,,,Matowy,18/04/2013,,,1 miesięcy,,Tak,,,,,,500 km,,,
3954,Firmy,Motocykle,Yamaha,Kodiak,2022,1 km,421 cm3,54 KM,Wał kardana,Czterosuwowy,Benzyna,Bezstopniowa,Quad,Zielony,Tak,Tak,Tak,Polska,Tak,Nowe,53500,,,Matowy,,,,,,,,,,,,,,,
3955,Firmy,Motocykle,BMW,Inny,2022,1 km,999 cm3,212 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Biały,Tak,Tak,,,Tak,Nowe,149000,,,Metalik,,,,,,,,,,,,,,,
3956,Firmy,Motocykle,Triumph,Street Triple,2020,9 970 km,660 cm3,47 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Inny kolor,,,,Francja,,Używane,25800,,,,04/12/2020,,,,,Tak,,,,,,,,,
3957,Firmy,Motocykle,Honda,CBF,2004,35 000 km,500 cm3,57 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Niebieski,,,,,,Używane,7100,,,,,,,,,Tak,,,,,,,,,
3958,Firmy,Motocykle,Kawasaki,ER,2000,36 500 km,500 cm3,50 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Niebieski,,,,,,Używane,7999,,,,,,,,,Tak,,,,,,,,,
3959,Firmy,Motocykle,Inny,Inny,2021,1 km,,,Łańcuch,Elektryczny,Elektryczny,Automatyczna,Krosowy,Inny kolor,Tak,Tak,,,Tak,Nowe,3999,,,,,,,,,,,,,,,,,,
3960,Firmy,Motocykle,Segway,Snarler AT6,2022,1 km,570 cm3,46 KM,,Czterosuwowy,Benzyna,Automatyczna,Quad,Czerwony,,,,,Tak,Nowe,49900,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
3961,Firmy,Motocykle,TGB,Blade,2021,1 km,561 cm3,42 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Quad,Niebieski,,Tak,,,Tak,Nowe,42900,,,Matowy,,,,24 miesięcy,,,,,,,,,,,
3962,Firmy,Motocykle,Segway,Snarler AT6,2021,1 km,570 cm3,44 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Quad,Czarny,,Tak,,,Tak,Nowe,41900,,,Metalik,,,,,,,,,,,,,,,
3963,Firmy,Motocykle,Segway,Snarler AT6,2021,1 km,570 cm3,44 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Quad,Czarny,,Tak,,,Tak,Nowe,33900,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
3964,Firmy,Motocykle,TGB,Blade,2021,1 km,997 cm3,83 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Quad,Czarny,Tak,Tak,,,Tak,Nowe,56999,,,Matowy,,,,24 miesięcy,,,,,,,,,,,
3965,Firmy,Motocykle,TGB,Blade,2021,1 km,997 cm3,83 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Quad,Czarny,Tak,Tak,,,Tak,Nowe,56999,,,Matowy,,,,24 miesięcy,,,,,,,,,,,
3966,Firmy,Motocykle,Junak,121,2021,1 km,125 cm3,10 KM,,,Benzyna,,Naked,Czarny,Tak,Tak,Tak,,Tak,Nowe,7899,,,Matowy,,,,24 miesięcy,,,,,,,,,,,
3967,Firmy,Motocykle,Honda,VFR,1994,47 000 km,750 cm3,98 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Czerwony,,,,,,Używane,8900,,,,,,,,,Tak,,,,,,,,,
3968,Firmy,Motocykle,Kawasaki,EL,1999,18 200 km,250 cm3,27 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,Tak,,,,Używane,7900,,,,,,,,,,,,,,,,,,
3969,Firmy,Motocykle,TGB,Blade,2021,1 km,600 cm3,42 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Czarny,Tak,Tak,,,Tak,Nowe,39990,,,,,,,24 miesięcy,,,,,,,,,,,
3970,Firmy,Motocykle,Honda,NSS,2021,7 207 km,330 cm3,29 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Biały,,,,Polska,Tak,Używane,26900,,Tak,,,Tak,Tak,,,,,,,,,,,,
3971,Firmy,Motocykle,Piaggio,X7,2008,30 719 km,244 cm3,23 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Motorower,Bordowy,Tak,,,Włochy,Tak,Używane,4700,,,Metalik,31/03/2008,,,,,Tak,,,,,,,,,
3972,Firmy,Motocykle,Kymco,Inny,2015,21 942 km,299 cm3,27 KM,Pas napędowy,Czterosuwowy,Benzyna,Bezstopniowa,Skuter,Niebieski,,Tak,,Polska,Tak,Używane,11900,,Tak,,,Tak,Tak,,,,,,,,,,,,
3973,Firmy,Motocykle,Harley-Davidson,Springer,1994,21 612 km,1 340 cm3,56 KM,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Chopper,Srebrny,,,,Stany Zjednoczone,Tak,Używane,66900,CW4149,Tak,Metalik,01/01/1994,Tak,,,,,,,,,,,,,
3974,Osoby prywatnej,Motocykle,Yamaha,Virago,2000,10 000 km,535 cm3,,Wał kardana,,Benzyna,,Cruiser,Czerwony,,,,Polska,Tak,Używane,15900,,Tak,,13/06/2000,,,,,,,,,,,,,,
3975,Firmy,Motocykle,Yamaha,TTR,2022,1 km,125 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Krosowy,Niebieski,Tak,Tak,,Polska,Tak,Nowe,19900,,,Metalik,,,,,,,,,,,,,,,
3976,Firmy,Motocykle,Yamaha,Raider,2012,6 250 km,1 900 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Cruiser,Inny kolor,,Tak,,Stany Zjednoczone,,Używane,41000,,,Perłowy,,,,,,,,,,,,,Tak,,
3977,Firmy,Motocykle,Harley-Davidson,Heritage,2003,23 400 km,1 450 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,,,Stany Zjednoczone,,Używane,25900,,,Metalik,,,,,,,,,,,,,Tak,,
3978,Firmy,Motocykle,Yamaha,XV,2018,1 km,1 900 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Cruiser,Niebieski,,Tak,,Stany Zjednoczone,,Używane,32000,,,,,,,,,,,,,,,,Tak,,
3979,Firmy,Motocykle,Can-Am,Outlander Max,2021,1 km,649 cm3,48 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Quad,Zielony,Tak,Tak,,Kanada,Tak,Nowe,60742,,,Matowy,,,,,,,,,,,,,,,
3980,Firmy,Motocykle,Barton,Inny,2021,1 km,50 cm3,3 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Motorower,Czerwony,Tak,Tak,,Inny,Tak,Nowe,7799,,,Matowy,,,,24 miesięcy,,,,,,,,,,,
3981,Osoby prywatnej,Motocykle,Vespa,Elettrica,2019,206 km,,5 KM,Pas napędowy,Elektryczny,Elektryczny,Bezstopniowa,Skuter,Srebrny,Tak,Tak,,Szwajcaria,,Używane,14200,,,Metalik,,Tak,,,,,,,,,,,,,
3982,Firmy,Motocykle,Inny,Inny,2021,1 km,300 cm3,26 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Bordowy,Tak,Tak,,Inny,Tak,Nowe,16899,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
3983,Firmy,Motocykle,Romet,RCR,2020,1 km,125 cm3,11 KM,Łańcuch,,Benzyna,Manualna,Cruiser,Czarny,,Tak,,Inny,Tak,Używane,11999,,,,,,,,,,,,,,,,,,
3984,Osoby prywatnej,Motocykle,Harley-Davidson,Custom,1999,45 000 km,1 340 cm3,70 KM,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Chopper,Brązowy,,,,,,Używane,65000,,Tak,Perłowy,,,Tak,,Tak,,,,,,,,,,
3985,Osoby prywatnej,Motocykle,Yamaha,XVZ,2007,51 000 km,1 300 cm3,,,,Benzyna,Manualna,Chopper,Czarny,,,,,,Używane,21000,,Tak,,,,,,,,,,,,,,,,
3986,Firmy,Motocykle,TGB,Blade,2021,1 km,600 cm3,42 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Inny kolor,Tak,Tak,,,Tak,Nowe,44990,,,,,,,24 miesięcy,,,,,,,,,,,
3987,Firmy,Motocykle,Benelli,502 C,2021,1 km,500 cm3,47 KM,,Czterosuwowy,Benzyna,Manualna,Cruiser,Inny kolor,Tak,Tak,Tak,,Tak,Nowe,26990,,,Metalik,,,,,,,,,,,,,,,
3988,Firmy,Motocykle,Barton,Inny,2021,1 km,125 cm3,7 KM,Łańcuch,Czterosuwowy,Benzyna,Automatyczna,Quad,Biały,,Tak,,,Tak,Nowe,4999,,,,,,,,,,,,,,,,,,
3989,Firmy,Motocykle,Kymco,MXU,2021,1 km,,,,,Benzyna,,Quad,Czerwony,,,,,,Używane,22500,,,,,,,,,,,,,,,,,,
3990,Firmy,Motocykle,BMW,G,2022,1 km,313 cm3,34 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Enduro,Biały,Tak,Tak,Tak,Polska,Tak,Nowe,26500,,,Metalik,,,,36 miesięcy,,,,,,,,,,,
3991,Firmy,Motocykle,Kymco,Like,2020,1 km,50 cm3,7 KM,Pas napędowy,Czterosuwowy,Benzyna,Bezstopniowa,Motorower,Biały,Tak,Tak,,,Tak,Nowe,8499,,,Metalik,,,,,,,,,,,,,,,
3992,Firmy,Motocykle,Suzuki,GW 250,2013,12 000 km,248 cm3,25 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Czarny,Tak,,,Niemcy,Tak,Używane,8900,,,Metalik,12/03/2013,Tak,,,,,,,,,,,,,
3993,Osoby prywatnej,Motocykle,Honda,VF,1995,36 600 km,750 cm3,87 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,,,,Tak,Używane,13900,,Tak,Matowy,,,,,,,,,,,,,,,
3994,Osoby prywatnej,Motocykle,BMW,GS,2008,91 000 km,1 200 cm3,108 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Enduro,Srebrny,,,,Niemcy,,Używane,27500,,,Metalik,,,,,,,,,,,,,,,
3995,Firmy,Motocykle,Suzuki,Bandit,2005,37 110 km,1 157 cm3,100 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Srebrny,Tak,,Tak,Niemcy,Tak,Używane,12990,KBR FE65,Tak,Metalik,29/12/2005,,,,,Tak,,,,,,,,,
3996,Firmy,Motocykle,Inny,Inny,2022,1 km,125 cm3,12 KM,Łańcuch,Czterosuwowy,Benzyna,Półautomatyczna,Krosowy,Inny kolor,Tak,Tak,,,Tak,Nowe,4599,,,,,,,24 miesięcy,,,,,,,,,,,
3997,Osoby prywatnej,Motocykle,KTM,SX,2018,117 km,125 cm3,,Łańcuch,Dwusuwowy,Benzyna,Manualna,Krosowy,Inny kolor,,,,,,Używane,17500,,,,,,,,,,,,,,,,,,
3998,Firmy,Motocykle,KTM,LC,2008,27 000 km,690 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Enduro,Czerwony,Tak,,,,Tak,Używane,17200,,,,,,,,,Tak,,,,,,,,,
3999,Firmy,Motocykle,Kymco,MXU,2022,1 km,700 cm3,39 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Szary,,Tak,,,Tak,Nowe,45900,,,,,,,24 miesięcy,,,,,,,,,,,
4000,Osoby prywatnej,Motocykle,Suzuki,VL 1500 Intruder LC - Boulevard C90,2007,42 132 km,1 500 cm3,70 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Cruiser,Biały,,,,Stany Zjednoczone,Tak,Używane,24900,,Tak,Perłowy,13/11/2009,,,,,,,,,,,,,,
4001,Firmy,Motocykle,Romet,Inny,2021,1 km,49 cm3,3 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Motorower,Czerwony,Tak,Tak,,,Tak,Nowe,6499,,,Metalik,,,,,,,,,,,,,,,
4002,Firmy,Motocykle,Can-Am,Outlander Max,2021,1 km,976 cm3,90 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Quad,Szary,Tak,Tak,,Kanada,Tak,Nowe,91455,,,Metalik,,,,,,,,,,,,,,,
4003,Osoby prywatnej,Motocykle,Harley-Davidson,Softail,2005,17 000 km,1 450 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Cruiser,Czarny,,,,Stany Zjednoczone,,Używane,34900,,Tak,Metalik,01/01/2005,,,,,,,,,,,,,,
4004,Osoby prywatnej,Motocykle,Junak,M,2019,7 500 km,,,,,Benzyna,,Chopper,Czarny,,,,Polska,Tak,Używane,8500,,,Matowy,,,,,,,,,,,,,,,
4005,Firmy,Motocykle,Kymco,Grand Dink,2003,31 061 km,251 cm3,20 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Srebrny,Tak,,,Włochy,Tak,Używane,3500,,,Metalik,06/10/2003,,,,,Tak,,,,,,,,,
4006,Firmy,Motocykle,BMW,R,2010,19 000 km,1 170 cm3,109 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czarny,,,,Niemcy,Tak,Używane,28900,,,,,,,,,,,,,,,,,,
4007,Firmy,Motocykle,Honda,CBF,2008,68 000 km,600 cm3,78 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Srebrny,,,,,,Używane,13200,,Tak,Metalik,,,,,,,,,,,,,,,
